Warehouse,Location,Pickable,Sellable,"Pick Priority","Transfer bin",Staging,Quantity,Type
Primary,27-01-C-09,Yes,Yes,1,No,No,1,Bin
Primary,27-01-D-01,Yes,Yes,1,No,No,6,Bin
Primary,27-01-D-02,Yes,Yes,1,No,No,4,Bin
Primary,27-01-D-03,Yes,Yes,1,No,No,9,Bin
Primary,27-01-D-05,Yes,Yes,1,No,No,25,Bin
Primary,27-01-D-06,Yes,Yes,1,No,No,11,Bin
Primary,27-01-D-07,Yes,Yes,1,No,No,8,Bin
Primary,27-01-D-08,No,Yes,1,No,No,9,Bin
Primary,27-01-E-01,No,Yes,1,No,No,48,Bin
Primary,27-01-E-02,No,Yes,1,No,No,5,Bin
Primary,27-01-E-03,No,Yes,1,No,No,11,Bin
Primary,27-01-E-04,No,Yes,1,No,No,19,Bin
Primary,27-01-E-05,No,Yes,1,No,No,5,Bin
Primary,27-01-E-06,No,Yes,1,No,No,5,Bin
Primary,27-01-E-07,No,Yes,1,No,No,10,Bin
Primary,27-01-F-01,No,Yes,1,No,No,19,Bin
Primary,27-01-F-02,No,Yes,1,No,No,8,Bin
Primary,27-01-F-03,No,Yes,1,No,No,12,Bin
Primary,27-01-F-04,No,Yes,1,No,No,8,Bin
Primary,27-01-F-05,No,Yes,1,No,No,8,Bin
Primary,27-01-F-06,No,Yes,1,No,No,14,Bin
Primary,27-01-F-07,No,Yes,1,No,No,22,Bin
Primary,27-01-G-01,No,Yes,1,No,No,50,Bin
Primary,27-01-G-03,No,Yes,1,No,No,4,Bin
Primary,27-01-G-04,No,Yes,1,No,No,1,Bin
Primary,27-01-G-05,No,Yes,1,No,No,5,Bin
Primary,27-01-G-06,No,Yes,1,No,No,5,Bin
Primary,27-01-G-07,No,Yes,1,No,No,16,Bin
Primary,27-01-H-01,No,Yes,1,No,No,3,Bin
Primary,27-01-H-02,No,Yes,1,No,No,4,Bin
Primary,27-01-H-03,No,Yes,1,No,No,7,Bin
Primary,27-01-H-04,No,Yes,1,No,No,12,Bin
Primary,27-01-H-05,No,Yes,1,No,No,5,Bin
Primary,27-01-H-06,No,Yes,1,No,No,16,Bin
Primary,27-01-H-07,No,Yes,1,No,No,108,Bin
Primary,27-01-I-02,No,Yes,1,No,No,13,Bin
Primary,27-01-I-03,No,Yes,1,No,No,42,Bin
Primary,27-01-I-05,No,Yes,1,No,No,2,Bin
Primary,27-01-I-06,No,Yes,1,No,No,8,Bin
Primary,27-01-I-07,No,Yes,1,No,No,2,Bin
Primary,27-01-I-08,No,Yes,1,No,No,24,Bin
Primary,27-01-I-09,No,Yes,1,No,No,7,Bin
Primary,27-01-I-10,No,Yes,1,No,No,6,Bin
Primary,27-01-J-01,No,Yes,1,No,No,2,Bin
Primary,27-01-J-02,No,Yes,1,No,No,40,Bin
Primary,27-01-J-03,No,Yes,1,No,No,10,Bin
Primary,27-01-J-04,No,Yes,1,No,No,10,Bin
Primary,27-01-J-05,No,Yes,1,No,No,6,Bin
Primary,27-01-J-06,No,Yes,1,No,No,8,Bin
Primary,27-01-J-07,No,Yes,1,No,No,12,Bin
Primary,27-01-K-01,No,Yes,1,No,No,3,Bin
Primary,27-01-K-02,No,Yes,1,No,No,12,Bin
Primary,27-01-K-03,No,Yes,1,No,No,10,Bin
Primary,27-01-K-04,No,Yes,1,No,No,4,Bin
Primary,27-01-K-05,No,Yes,1,No,No,20,Bin
Primary,27-01-K-06,No,Yes,1,No,No,10,Bin
Primary,27-01-K-07,No,Yes,1,No,No,7,Bin
Primary,27-01-L-01,No,Yes,1,No,No,50,Bin
Primary,27-01-L-02,No,Yes,1,No,No,9,Bin
Primary,27-01-L-03,No,Yes,1,No,No,10,Bin
Primary,27-01-L-04,No,Yes,1,No,No,4,Bin
Primary,27-01-L-05,No,Yes,1,No,No,70,Bin
Primary,27-01-L-06,No,Yes,1,No,No,8,Bin
Primary,27-01-L-07,No,Yes,1,No,No,6,Bin
Primary,27-01-M-01,No,Yes,1,No,No,8,Bin
Primary,27-01-M-02,No,Yes,1,No,No,6,Bin
Primary,27-01-M-03,No,Yes,1,No,No,9,Bin
Primary,27-01-M-04,No,Yes,1,No,No,1,Bin
Primary,27-01-M-05,No,Yes,1,No,No,2,Bin
Primary,27-01-M-06,No,Yes,1,No,No,7,Bin
Primary,27-01-M-07,No,Yes,1,No,No,11,Bin
Primary,27-02-A-01,Yes,Yes,0,No,No,24,Bin
Primary,27-02-A-03,Yes,Yes,0,No,No,6,Bin
Primary,27-02-A-04,Yes,Yes,0,No,No,8,Bin
Primary,27-02-A-05,Yes,Yes,0,No,No,24,Bin
Primary,27-02-A-08,Yes,Yes,1,No,No,1,Bin
Primary,27-02-B-01,Yes,Yes,0,No,No,13,Bin
Primary,27-02-B-02,Yes,Yes,0,No,No,34,Bin
Primary,27-02-B-03,Yes,Yes,0,No,No,4,Bin
Primary,27-02-B-04,Yes,Yes,0,No,No,5,Bin
Primary,27-02-B-05,Yes,Yes,0,No,No,6,Bin
Primary,27-02-B-06,Yes,Yes,0,No,No,3,Bin
Primary,27-02-B-07,Yes,Yes,0,No,No,9,Bin
Primary,27-02-B-08,Yes,Yes,0,No,No,1,Bin
Primary,27-02-B-10,Yes,Yes,0,No,No,24,Bin
Primary,27-02-C-01,Yes,Yes,1,No,No,2,Bin
Primary,27-02-C-02,Yes,Yes,1,No,No,19,Bin
Primary,27-02-C-03,Yes,Yes,1,No,No,1,Bin
Primary,27-02-C-04,Yes,Yes,1,No,No,2,Bin
Primary,27-02-C-05,Yes,Yes,1,No,No,1,Bin
Primary,27-02-C-06,Yes,Yes,1,No,No,478,Bin
Primary,27-02-C-07,Yes,Yes,1,No,No,2,Bin
Primary,27-02-C-08,Yes,Yes,1,No,No,5,Bin
Primary,27-02-C-09,Yes,Yes,1,No,No,1,Bin
Primary,27-02-C-10,Yes,Yes,1,No,No,7,Bin
Primary,27-02-D-01,Yes,Yes,1,No,No,33,Bin
Primary,27-02-D-02,Yes,Yes,1,No,No,16,Bin
Primary,27-02-D-03,Yes,Yes,1,No,No,18,Bin
Primary,27-02-D-04,Yes,Yes,1,No,No,7,Bin
Primary,27-02-D-05,Yes,Yes,1,No,No,8,Bin
Primary,27-02-D-06,Yes,Yes,1,No,No,2,Bin
Primary,27-02-D-08,Yes,Yes,1,No,No,30,Bin
Primary,27-02-E-01,No,Yes,1,No,No,4,Bin
Primary,27-02-E-02,No,Yes,1,No,No,6,Bin
Primary,27-02-E-03,No,Yes,1,No,No,23,Bin
Primary,27-02-E-04,No,Yes,1,No,No,32,Bin
Primary,27-02-E-05,No,Yes,1,No,No,16,Bin
Primary,27-02-E-06,No,Yes,1,No,No,16,Bin
Primary,27-02-E-07,No,Yes,1,No,No,4,Bin
Primary,27-02-F-01,No,Yes,1,No,No,20,Bin
Primary,27-02-F-02,No,Yes,1,No,No,2,Bin
Primary,27-02-F-03,No,Yes,1,No,No,50,Bin
Primary,27-02-F-04,No,Yes,1,No,No,16,Bin
Primary,27-02-F-05,No,Yes,1,No,No,42,Bin
Primary,27-02-F-06,No,Yes,1,No,No,11,Bin
Primary,27-02-G-01,No,Yes,1,No,No,50,Bin
Primary,27-02-G-02,No,Yes,1,No,No,11,Bin
Primary,27-02-G-03,No,Yes,1,No,No,60,Bin
Primary,27-02-G-04,No,Yes,1,No,No,16,Bin
Primary,27-02-G-05,No,Yes,1,No,No,22,Bin
Primary,27-02-G-06,No,Yes,1,No,No,11,Bin
Primary,27-02-G-07,No,Yes,1,No,No,2,Bin
Primary,27-02-H-01,No,Yes,1,No,No,7,Bin
Primary,27-02-H-02,No,Yes,1,No,No,16,Bin
Primary,27-02-H-03,No,Yes,1,No,No,8,Bin
Primary,27-02-H-04,No,Yes,1,No,No,40,Bin
Primary,27-02-H-05,Yes,Yes,1,No,No,34,Bin
Primary,27-02-H-06,No,Yes,1,No,No,1,Bin
Primary,27-02-H-07,No,Yes,1,No,No,34,Bin
Primary,27-02-I-01,No,Yes,1,No,No,803,Bin
Primary,27-02-I-02,No,Yes,1,No,No,25,Bin
Primary,27-02-I-03,No,Yes,1,No,No,32,Bin
Primary,27-02-I-04,No,Yes,1,No,No,2,Bin
Primary,27-02-I-05,No,Yes,1,No,No,41,Bin
Primary,27-02-I-06,No,Yes,1,No,No,3,Bin
Primary,27-02-I-07,No,Yes,1,No,No,16,Bin
Primary,27-02-J-01,No,Yes,1,No,No,2,Bin
Primary,27-02-J-02,No,Yes,1,No,No,25,Bin
Primary,27-02-J-03,No,Yes,1,No,No,11,Bin
Primary,27-02-J-04,No,Yes,1,No,No,11,Bin
Primary,27-02-J-05,Yes,Yes,1,No,No,9,Bin
Primary,27-02-J-06,No,Yes,1,No,No,12,Bin
Primary,27-02-J-07,No,Yes,1,No,No,10,Bin
Primary,27-02-K-01,No,Yes,1,No,No,14,Bin
Primary,27-02-K-02,No,Yes,1,No,No,5,Bin
Primary,27-02-K-03,No,Yes,1,No,No,10,Bin
Primary,27-02-K-04,No,Yes,1,No,No,10,Bin
Primary,27-02-K-05,No,Yes,1,No,No,3,Bin
Primary,27-02-K-06,No,Yes,1,No,No,60,Bin
Primary,27-02-L-01,No,Yes,1,No,No,5,Bin
Primary,27-02-L-02,No,Yes,1,No,No,9,Bin
Primary,27-02-L-03,No,Yes,1,No,No,8,Bin
Primary,27-02-L-04,No,Yes,1,No,No,5,Bin
Primary,27-02-L-05,No,Yes,1,No,No,8,Bin
Primary,27-02-L-06,No,Yes,1,No,No,50,Bin
Primary,27-02-L-07,No,Yes,1,No,No,1,Bin
Primary,27-02-M-01,Yes,Yes,1,No,No,27,Bin
Primary,27-02-M-02,No,Yes,1,No,No,2,Bin
Primary,27-02-M-03,No,Yes,1,No,No,15,Bin
Primary,27-02-M-05,No,Yes,1,No,No,3,Bin
Primary,27-02-M-06,No,Yes,1,No,No,1,Bin
Primary,27-02-M-07,No,Yes,1,No,No,10,Bin
Primary,27-03-A-01,Yes,Yes,0,No,No,7,Bin
Primary,27-03-A-02,Yes,Yes,0,No,No,5,Bin
Primary,27-03-A-03,Yes,Yes,0,No,No,10,Bin
Primary,27-03-A-04,Yes,Yes,0,No,No,4,Bin
Primary,27-03-A-05,Yes,Yes,0,No,No,11,Bin
Primary,27-03-A-06,Yes,Yes,0,No,No,13,Bin
Primary,27-03-B-01,Yes,Yes,0,No,No,40,Bin
Primary,27-03-B-03,Yes,Yes,0,No,No,9,Bin
Primary,27-03-B-04,Yes,Yes,0,No,No,14,Bin
Primary,27-03-B-05,Yes,Yes,0,No,No,10,Bin
Primary,27-03-B-06,Yes,Yes,0,No,No,24,Bin
Primary,27-03-B-08,Yes,Yes,0,No,No,1,Bin
Primary,27-03-C-01,Yes,Yes,1,No,No,3,Bin
Primary,27-03-C-02,Yes,Yes,1,No,No,6,Bin
Primary,27-03-C-03,Yes,Yes,1,No,No,11,Bin
Primary,27-03-C-04,Yes,Yes,1,No,No,1,Bin
Primary,27-03-C-05,Yes,Yes,1,No,No,3,Bin
Primary,27-03-C-06,Yes,Yes,1,No,No,1,Bin
Primary,27-03-C-07,Yes,Yes,1,No,No,25,Bin
Primary,27-03-C-08,Yes,Yes,1,No,No,1,Bin
Primary,27-03-C-10,Yes,Yes,1,No,No,4,Bin
Primary,27-03-D-01,Yes,Yes,1,No,No,7,Bin
Primary,27-03-D-02,Yes,Yes,1,No,No,18,Bin
Primary,27-03-D-03,Yes,Yes,1,No,No,5,Bin
Primary,27-03-D-04,Yes,Yes,1,No,No,7,Bin
Primary,27-03-D-05,Yes,Yes,1,No,No,8,Bin
Primary,27-03-D-06,Yes,Yes,1,No,No,29,Bin
Primary,27-03-D-07,Yes,Yes,1,No,No,14,Bin
Primary,27-03-E-01,No,Yes,1,No,No,6,Bin
Primary,27-03-E-02,No,Yes,1,No,No,1,Bin
Primary,27-03-E-03,No,Yes,1,No,No,8,Bin
Primary,27-03-E-04,No,Yes,1,No,No,2,Bin
Primary,27-03-E-06,No,Yes,1,No,No,30,Bin
Primary,27-03-E-07,No,Yes,1,No,No,36,Bin
Primary,27-03-E-08,No,Yes,1,No,No,5,Bin
Primary,27-03-F-01,No,Yes,1,No,No,12,Bin
Primary,27-03-F-02,No,Yes,1,No,No,6,Bin
Primary,27-03-F-03,No,Yes,1,No,No,8,Bin
Primary,27-03-F-04,No,Yes,1,No,No,17,Bin
Primary,27-03-F-05,No,Yes,1,No,No,12,Bin
Primary,27-03-F-06,No,Yes,1,No,No,10,Bin
Primary,27-03-F-07,No,Yes,1,No,No,10,Bin
Primary,27-03-G-03,No,Yes,1,No,No,4,Bin
Primary,27-03-G-04,No,Yes,1,No,No,11,Bin
Primary,27-03-G-05,No,Yes,1,No,No,48,Bin
Primary,27-03-G-06,No,Yes,1,No,No,6,Bin
Primary,27-03-G-07,No,Yes,1,No,No,5,Bin
Primary,27-03-H-01,No,Yes,1,No,No,6,Bin
Primary,27-03-H-02,No,Yes,1,No,No,6,Bin
Primary,27-03-H-03,No,Yes,1,No,No,19,Bin
Primary,27-03-H-04,Yes,Yes,1,No,No,16,Bin
Primary,27-03-H-05,No,Yes,1,No,No,452,Bin
Primary,27-03-H-06,No,Yes,1,No,No,24,Bin
Primary,27-03-H-07,No,Yes,1,No,No,5,Bin
Primary,27-03-I-01,No,Yes,1,No,No,10,Bin
Primary,27-03-I-02,No,Yes,1,No,No,5,Bin
Primary,27-03-I-03,No,Yes,1,No,No,27,Bin
Primary,27-03-I-04,No,Yes,1,No,No,13,Bin
Primary,27-03-I-05,No,Yes,1,No,No,6,Bin
Primary,27-03-I-06,No,Yes,1,No,No,5,Bin
Primary,27-03-I-07,No,Yes,1,No,No,14,Bin
Primary,27-03-J-01,No,Yes,1,No,No,7,Bin
Primary,27-03-J-02,No,Yes,1,No,No,24,Bin
Primary,27-03-J-04,No,Yes,1,No,No,32,Bin
Primary,27-03-J-05,No,Yes,1,No,No,2,Bin
Primary,27-03-J-06,No,Yes,1,No,No,31,Bin
Primary,27-03-J-07,No,Yes,1,No,No,10,Bin
Primary,27-03-K-01,No,Yes,1,No,No,30,Bin
Primary,27-03-K-02,No,Yes,1,No,No,5,Bin
Primary,27-03-K-03,No,Yes,1,No,No,60,Bin
Primary,27-03-K-04,No,Yes,1,No,No,25,Bin
Primary,27-03-K-05,No,Yes,1,No,No,4,Bin
Primary,27-03-K-06,No,Yes,1,No,No,16,Bin
Primary,27-03-K-07,No,Yes,1,No,No,6,Bin
Primary,27-03-L-01,No,Yes,1,No,No,20,Bin
Primary,27-03-L-02,No,Yes,1,No,No,8,Bin
Primary,27-03-L-03,No,Yes,1,No,No,16,Bin
Primary,27-03-L-04,No,Yes,1,No,No,31,Bin
Primary,27-03-L-05,No,Yes,1,No,No,20,Bin
Primary,27-03-L-06,No,Yes,1,No,No,25,Bin
Primary,27-03-L-07,No,Yes,1,No,No,7,Bin
Primary,27-03-M-01,No,Yes,1,No,No,111,Bin
Primary,27-03-M-02,No,Yes,1,No,No,9,Bin
Primary,27-03-M-04,No,Yes,1,No,No,1,Bin
Primary,27-03-M-05,No,Yes,1,No,No,5,Bin
Primary,27-03-M-07,No,Yes,1,No,No,8,Bin
Primary,27-04-A-01,Yes,Yes,0,No,No,6,Bin
Primary,27-04-A-02,Yes,Yes,0,No,No,70,Bin
Primary,27-04-A-03,Yes,Yes,0,No,No,40,Bin
Primary,27-04-A-04,No,Yes,1,No,No,2,Bin
Primary,27-04-A-05,Yes,Yes,0,No,No,1,Bin
Primary,27-04-A-06,Yes,Yes,0,No,No,3,Bin
Primary,27-04-A-07,Yes,Yes,1,No,No,28,Bin
Primary,27-04-B-02,Yes,Yes,0,No,No,13,Bin
Primary,27-04-B-03,Yes,Yes,0,No,No,10,Bin
Primary,27-04-B-04,Yes,Yes,0,No,No,27,Bin
Primary,27-04-B-06,Yes,Yes,0,No,No,15,Bin
Primary,27-04-B-07,Yes,Yes,0,No,No,1,Bin
Primary,27-04-C-01,Yes,Yes,1,No,No,3,Bin
Primary,27-04-C-02,Yes,Yes,1,No,No,5,Bin
Primary,27-04-C-03,Yes,Yes,1,No,No,4,Bin
Primary,27-04-C-04,Yes,Yes,1,No,No,8,Bin
Primary,27-04-C-05,Yes,Yes,1,No,No,1,Bin
Primary,27-04-C-06,Yes,Yes,1,No,No,12,Bin
Primary,27-04-C-07,Yes,Yes,1,No,No,8,Bin
Primary,27-04-C-08,Yes,Yes,1,No,No,6,Bin
Primary,27-04-C-09,Yes,Yes,1,No,No,2,Bin
Primary,27-04-D-01,Yes,Yes,1,No,No,4,Bin
Primary,27-04-D-03,Yes,Yes,1,No,No,39,Bin
Primary,27-04-D-04,Yes,Yes,1,No,No,5,Bin
Primary,27-04-D-05,Yes,Yes,1,No,No,8,Bin
Primary,27-04-D-06,Yes,Yes,1,No,No,21,Bin
Primary,27-04-D-07,Yes,Yes,1,No,No,43,Bin
Primary,27-04-E-01,No,Yes,1,No,No,7,Bin
Primary,27-04-E-02,No,Yes,1,No,No,8,Bin
Primary,27-04-E-03,No,Yes,1,No,No,14,Bin
Primary,27-04-E-05,No,Yes,1,No,No,23,Bin
Primary,27-04-E-06,No,Yes,1,No,No,45,Bin
Primary,27-04-E-07,No,Yes,1,No,No,1,Bin
Primary,27-04-F-01,No,Yes,1,No,No,43,Bin
Primary,27-04-F-02,No,Yes,1,No,No,43,Bin
Primary,27-04-F-03,No,Yes,1,No,No,140,Bin
Primary,27-04-F-06,No,Yes,1,No,No,5,Bin
Primary,27-04-G-01,No,Yes,1,No,No,10,Bin
Primary,27-04-G-02,No,Yes,1,No,No,140,Bin
Primary,27-04-G-03,No,Yes,1,No,No,10,Bin
Primary,27-04-G-04,No,Yes,1,No,No,30,Bin
Primary,27-04-G-05,No,Yes,1,No,No,3,Bin
Primary,27-04-G-06,No,Yes,1,No,No,41,Bin
Primary,27-04-H-01,No,Yes,1,No,No,4,Bin
Primary,27-04-H-02,No,Yes,1,No,No,6,Bin
Primary,27-04-H-03,No,Yes,1,No,No,4,Bin
Primary,27-04-H-04,No,Yes,1,No,No,6,Bin
Primary,27-04-H-05,No,Yes,1,No,No,2,Bin
Primary,27-04-H-06,No,Yes,1,No,No,51,Bin
Primary,27-04-H-07,No,Yes,1,No,No,8,Bin
Primary,27-04-I-01,No,Yes,1,No,No,9,Bin
Primary,27-04-I-02,No,Yes,1,No,No,7,Bin
Primary,27-04-I-03,No,Yes,1,No,No,56,Bin
Primary,27-04-I-04,No,Yes,1,No,No,3,Bin
Primary,27-04-I-05,No,Yes,1,No,No,7,Bin
Primary,27-04-I-06,No,Yes,1,No,No,2,Bin
Primary,27-04-I-07,Yes,Yes,1,No,No,8,Bin
Primary,27-04-J-02,No,Yes,1,No,No,22,Bin
Primary,27-04-J-03,No,Yes,1,No,No,7,Bin
Primary,27-04-J-04,No,Yes,1,No,No,10,Bin
Primary,27-04-J-05,No,Yes,1,No,No,31,Bin
Primary,27-04-J-06,No,Yes,1,No,No,35,Bin
Primary,27-04-J-07,No,Yes,1,No,No,35,Bin
Primary,27-04-K-01,No,Yes,1,No,No,50,Bin
Primary,27-04-K-02,No,Yes,1,No,No,11,Bin
Primary,27-04-K-03,No,Yes,1,No,No,6,Bin
Primary,27-04-K-04,No,Yes,1,No,No,10,Bin
Primary,27-04-K-05,No,Yes,1,No,No,16,Bin
Primary,27-04-K-06,No,Yes,1,No,No,5,Bin
Primary,27-04-K-07,No,Yes,1,No,No,10,Bin
Primary,27-04-L-01,No,Yes,1,No,No,12,Bin
Primary,27-04-L-02,No,Yes,1,No,No,50,Bin
Primary,27-04-L-03,No,Yes,1,No,No,21,Bin
Primary,27-04-L-04,No,Yes,1,No,No,10,Bin
Primary,27-04-L-05,No,Yes,1,No,No,17,Bin
Primary,27-04-L-06,No,Yes,1,No,No,23,Bin
Primary,27-04-M-01,No,Yes,1,No,No,19,Bin
Primary,27-04-M-02,No,Yes,1,No,No,10,Bin
Primary,27-04-M-03,No,Yes,1,No,No,20,Bin
Primary,27-04-M-04,No,Yes,1,No,No,24,Bin
Primary,27-04-M-05,No,Yes,1,No,No,26,Bin
Primary,27-04-M-06,No,Yes,1,No,No,6,Bin
Primary,27-04-M-07,No,Yes,1,No,No,4,Bin
Primary,27-05-A-01,Yes,Yes,0,No,No,5,Bin
Primary,27-05-A-02,Yes,Yes,0,No,No,30,Bin
Primary,27-05-A-03,Yes,Yes,0,No,No,13,Bin
Primary,27-05-A-04,Yes,Yes,0,No,No,33,Bin
Primary,27-05-A-05,Yes,Yes,0,No,No,14,Bin
Primary,27-05-A-06,Yes,Yes,0,No,No,40,Bin
Primary,27-05-B-01,Yes,Yes,0,No,No,18,Bin
Primary,27-05-B-02,Yes,Yes,0,No,No,5,Bin
Primary,27-05-B-03,Yes,Yes,0,No,No,3,Bin
Primary,27-05-B-04,Yes,Yes,0,No,No,24,Bin
Primary,27-05-B-05,Yes,Yes,0,No,No,7,Bin
Primary,27-05-B-07,Yes,Yes,0,No,No,31,Bin
Primary,27-05-B-08,Yes,Yes,0,No,No,4,Bin
Primary,27-05-C-01,Yes,Yes,1,No,No,113,Bin
Primary,27-05-C-02,Yes,Yes,1,No,No,27,Bin
Primary,27-05-C-04,Yes,Yes,1,No,No,16,Bin
Primary,27-05-C-06,Yes,Yes,1,No,No,10,Bin
Primary,27-05-C-07,Yes,Yes,1,No,No,17,Bin
Primary,27-05-D-01,Yes,Yes,1,No,No,5,Bin
Primary,27-05-D-02,Yes,Yes,1,No,No,4,Bin
Primary,27-05-D-04,Yes,Yes,1,No,No,28,Bin
Primary,27-05-D-05,Yes,Yes,1,No,No,1,Bin
Primary,27-05-D-06,Yes,Yes,1,No,No,4,Bin
Primary,27-05-D-07,Yes,Yes,1,No,No,47,Bin
Primary,27-05-E-01,No,Yes,1,No,No,7,Bin
Primary,27-05-E-03,No,Yes,1,No,No,12,Bin
Primary,27-05-E-04,No,Yes,1,No,No,1,Bin
Primary,27-05-E-05,No,Yes,1,No,No,4,Bin
Primary,27-05-E-06,Yes,Yes,1,No,No,5,Bin
Primary,27-05-E-07,No,Yes,1,No,No,29,Bin
Primary,27-05-F-01,No,Yes,1,No,No,3,Bin
Primary,27-05-F-02,No,Yes,1,No,No,3,Bin
Primary,27-05-F-04,No,Yes,1,No,No,14,Bin
Primary,27-05-F-05,No,Yes,1,No,No,10,Bin
Primary,27-05-F-06,No,Yes,1,No,No,13,Bin
Primary,27-05-F-07,No,Yes,1,No,No,24,Bin
Primary,27-05-G-01,No,Yes,1,No,No,6,Bin
Primary,27-05-G-02,No,Yes,1,No,No,10,Bin
Primary,27-05-G-03,No,Yes,1,No,No,4,Bin
Primary,27-05-G-04,No,Yes,1,No,No,6,Bin
Primary,27-05-G-05,No,Yes,1,No,No,4,Bin
Primary,27-05-G-06,No,Yes,1,No,No,30,Bin
Primary,27-05-H-01,No,Yes,1,No,No,46,Bin
Primary,27-05-H-02,No,Yes,1,No,No,12,Bin
Primary,27-05-H-03,No,Yes,1,No,No,19,Bin
Primary,27-05-H-04,No,Yes,1,No,No,21,Bin
Primary,27-05-H-05,No,Yes,1,No,No,6,Bin
Primary,27-05-H-06,No,Yes,1,No,No,26,Bin
Primary,27-05-H-07,No,Yes,1,No,No,5,Bin
Primary,27-05-I-01,No,Yes,1,No,No,10,Bin
Primary,27-05-I-02,No,Yes,1,No,No,4,Bin
Primary,27-05-I-03,No,Yes,1,No,No,2,Bin
Primary,27-05-I-04,No,Yes,1,No,No,9,Bin
Primary,27-05-I-05,No,Yes,1,No,No,5,Bin
Primary,27-05-I-06,No,Yes,1,No,No,45,Bin
Primary,27-05-I-07,No,Yes,1,No,No,1,Bin
Primary,27-05-J-01,No,Yes,1,No,No,4,Bin
Primary,27-05-J-02,No,Yes,1,No,No,36,Bin
Primary,27-05-J-03,No,Yes,1,No,No,10,Bin
Primary,27-05-J-04,No,Yes,1,No,No,3,Bin
Primary,27-05-J-05,No,Yes,1,No,No,23,Bin
Primary,27-05-J-06,No,Yes,1,No,No,6,Bin
Primary,27-05-J-07,No,Yes,1,No,No,36,Bin
Primary,27-05-K-01,No,Yes,1,No,No,10,Bin
Primary,27-05-K-02,No,Yes,1,No,No,37,Bin
Primary,27-05-K-03,No,Yes,1,No,No,7,Bin
Primary,27-05-K-04,No,Yes,1,No,No,3,Bin
Primary,27-05-K-05,No,Yes,1,No,No,25,Bin
Primary,27-05-K-06,No,Yes,1,No,No,48,Bin
Primary,27-05-K-07,No,Yes,1,No,No,44,Bin
Primary,27-05-L-01,No,Yes,1,No,No,10,Bin
Primary,27-05-L-02,No,Yes,1,No,No,21,Bin
Primary,27-05-L-03,No,Yes,1,No,No,28,Bin
Primary,27-05-L-04,No,Yes,1,No,No,6,Bin
Primary,27-05-L-05,No,Yes,1,No,No,14,Bin
Primary,27-05-L-06,No,Yes,1,No,No,18,Bin
Primary,27-05-L-07,No,Yes,1,No,No,12,Bin
Primary,27-05-M-01,No,Yes,1,No,No,18,Bin
Primary,27-05-M-02,No,Yes,1,No,No,37,Bin
Primary,27-05-M-03,No,Yes,1,No,No,10,Bin
Primary,27-05-M-04,No,Yes,1,No,No,12,Bin
Primary,27-05-M-05,No,Yes,1,No,No,20,Bin
Primary,27-05-M-06,No,Yes,1,No,No,11,Bin
Primary,27-06-A-01,Yes,Yes,0,No,No,7,Bin
Primary,27-06-A-02,Yes,Yes,0,No,No,12,Bin
Primary,27-06-A-04,Yes,Yes,0,No,No,3,Bin
Primary,27-06-A-05,Yes,Yes,1,No,No,15,Bin
Primary,27-06-A-06,Yes,Yes,0,No,No,20,Bin
Primary,27-06-A-07,Yes,Yes,1,No,No,16,Bin
Primary,27-06-B-01,Yes,Yes,0,No,No,98,Bin
Primary,27-06-B-02,Yes,Yes,0,No,No,10,Bin
Primary,27-06-B-03,Yes,Yes,0,No,No,5,Bin
Primary,27-06-B-04,Yes,Yes,0,No,No,7,Bin
Primary,27-06-B-05,Yes,Yes,0,No,No,7,Bin
Primary,27-06-B-06,Yes,Yes,0,No,No,7,Bin
Primary,27-06-B-07,Yes,Yes,0,No,No,4,Bin
Primary,27-06-C-01,Yes,Yes,1,No,No,4,Bin
Primary,27-06-C-02,Yes,Yes,1,No,No,1,Bin
Primary,27-06-C-03,Yes,Yes,1,No,No,3,Bin
Primary,27-06-C-04,Yes,Yes,1,No,No,14,Bin
Primary,27-06-C-05,Yes,Yes,1,No,No,22,Bin
Primary,27-06-C-06,Yes,Yes,1,No,No,9,Bin
Primary,27-06-C-07,Yes,Yes,1,No,No,2,Bin
Primary,27-06-D-01,Yes,Yes,1,No,No,10,Bin
Primary,27-06-D-02,Yes,Yes,1,No,No,7,Bin
Primary,27-06-D-03,Yes,Yes,1,No,No,2,Bin
Primary,27-06-D-05,Yes,Yes,1,No,No,3,Bin
Primary,27-06-D-06,Yes,Yes,1,No,No,2,Bin
Primary,27-06-D-07,Yes,Yes,1,No,No,2,Bin
Primary,27-06-D-08,Yes,Yes,1,No,No,32,Bin
Primary,27-06-E-01,No,Yes,1,No,No,5,Bin
Primary,27-06-E-02,No,Yes,1,No,No,35,Bin
Primary,27-06-E-03,No,Yes,1,No,No,1,Bin
Primary,27-06-E-04,No,Yes,1,No,No,8,Bin
Primary,27-06-E-05,No,Yes,1,No,No,9,Bin
Primary,27-06-E-06,No,Yes,1,No,No,8,Bin
Primary,27-06-E-07,No,Yes,1,No,No,9,Bin
Primary,27-06-E-08,No,Yes,1,No,No,10,Bin
Primary,27-06-F-02,No,Yes,1,No,No,13,Bin
Primary,27-06-F-03,No,Yes,1,No,No,4,Bin
Primary,27-06-F-04,No,Yes,1,No,No,12,Bin
Primary,27-06-F-05,No,Yes,1,No,No,5,Bin
Primary,27-06-F-06,No,Yes,1,No,No,9,Bin
Primary,27-06-F-07,No,Yes,1,No,No,40,Bin
